occ90,occ90_desc,occ00,occ00_desc,conversion_factor
,,700,"First-line supervisors/managers of mechanics, installers, and repairers",8.738
556,"Supervisors; painters, paperhangers, and plasterers",,,
,,620,First-line supervisors/managers of construction trades and extraction workers,100.000
557,"Supervisors; plumbers, pipefitters, and steamfitters",,,
,,620,First-line supervisors/managers of construction trades and extraction workers,100.000
558,"Supervisors, construction, n.e.c.",,,
,,620,First-line supervisors/managers of construction trades and extraction workers,87.333
,,700,"First-line supervisors/managers of mechanics, installers, and repairers",4.667
,,770,First-line supervisors/managers of production and operating workers,4.667
,,900,"Supervisors, transportation and material moving workers",3.333
563,Brickmasons and stonemasons,,,
,,622,"Brickmasons, blockmasons, and stonemasons",96.354
,,624,"Carpet, floor, and tile installers and finishers",3.646
564,Brickmason and stonemason apprentices,,,
,,622,"Brickmasons, blockmasons, and stonemasons",100.000
565,"Tile setters, hard and soft",,,
,,624,"Carpet, floor, and tile installers and finishers",100.000
566,Carpet installers,,,
,,624,"Carpet, floor, and tile installers and finishers",100.000
567,Carpenters,,,
,,623,Carpenters,90.038
,,624,"Carpet, floor, and tile installers and finishers",2.299
,,633,"Drywall installers, ceiling tile installers, and tapers",5.747
,,660,"Helpers, construction trades",1.916
569,Carpenter apprentices,,,
,,623,Carpenters,100.000
573,Drywall installers,,,
,,633,"Drywall installers, ceiling tile installers, and tapers",100.000
575,Electricians,,,
,,635,Electricians,96.316
,,713,Security and fire alarm systems installers,3.684
576,Electrician apprentices,,,
,,635,Electricians,100.000
577,Electrical power installers and repairers,,,
,,635,Electricians,14.286
,,700,"First-line supervisors/managers of mechanics, installers, and repairers",5.357
,,741,Electrical power-line installers and repairers,69.643
,,742,Telecommunications line installers and repairers,4.464
,,760,Signal and track switch repairers,6.250
579,"Painters, construction and maintenance",,,
,,626,Construction laborers,0.803
,,642,"Painters, construction and maintenance",93.574
,,881,Painting workers,5.622
583,Paperhangers,,,
,,642,"Painters, construction and maintenance",5.729
,,643,Paperhangers,94.271
584,Plasterers,,,
,,646,Plasterers and stucco masons,100.000
585,"Plumbers, pipefitters, and steamfitters",,,
,,644,"Pipelayers, plumbers, pipefitters, and steamfitters",100.000
587,"Plumber, pipefitter, and steamfitter apprentices",,,
,,644,"Pipelayers, plumbers, pipefitters, and steamfitters",100.000
588,Concrete and terrazzo finishers,,,
,,625,"Cement masons, concrete finishers, and terrazzo workers",100.000
589,Glaziers,,,
,,636,Glaziers,100.000
593,Insulation workers,,,
,,640,Insulation workers,61.143
,,672,Hazardous materials removal workers,38.857
594,"Paving, surfacing, and tamping equipment operators",,,
,,630,"Paving, surfacing, and tamping equipment operators",94.872
,,632,Operating engineers and other construction equipment operators,1.282
,,673,Highway maintenance workers,3.846
595,Roofers,,,
,,651,Roofers,100.000
596,Sheetmetal duct installers,,,
,,652,Sheet metal workers,100.000
597,Structural metal workers,,,
,,650,Reinforcing iron and rebar workers,14.516
,,653,Structural iron and steel workers,78.226
,,774,Structural metal fabricators and fitters,4.032
,,816,"Lay-out workers, metal and plastic",3.226
598,"Drillers, earth",,,
,,682,"Earth drillers, except oil and gas",100.000
599,"Construction trades, n.e.c.",,,
,,425,Grounds maintenance workers,0.699
,,623,Carpenters,0.699
,,624,"Carpet, floor, and tile installers and finishers",1.399
,,625,"Cement masons, concrete finishers, and terrazzo workers",1.399
,,626,Construction laborers,6.993
,,631,Pile-driver operators,2.797
,,632,Operating engineers and other construction equipment operators,0.699
,,644,"Pipelayers, plumbers, pipefitters, and steamfitters",16.084
,,650,Reinforcing iron and rebar workers,2.098
,,653,Structural iron and steel workers,7.692
,,660,"Helpers, construction trades",2.797
,,671,Fence erectors,13.986
,,673,Highway maintenance workers,20.280
,,674,Rail-track laying and maintenance equipment operators,1.399
,,676,Miscellaneous construction and related workers,14.685
,,712,Electronic home entertainment equipment installers and repairers,1.399
,,756,Riggers,3.497
,,896,"Production workers, all other",1.399
613,"Supervisors, extractive occupations",,,
,,620,First-line supervisors/managers of construction trades and extraction workers,95.890
,,900,"Supervisors, transportation and material moving workers",4.110
614,"Drillers, oil well",,,
,,680,"Derrick, rotary drill, and service unit operators, oil, gas, and mining",37.956
,,692,"Roustabouts, oil and gas",40.876
,,693,Helpers--extraction workers,16.058
,,694,Other extraction workers,5.109
615,Explosives workers,,,
,,683,"Explosives workers, ordnance handling experts, and blasters",89.691
,,896,"Production workers, all other",10.309
616,Mining machine operators,,,
,,682,"Earth drillers, except oil and gas",5.926
,,684,Mining machine operators,88.148
,,691,"Roof bolters, mining",5.185
,,694,Other extraction workers,0.741
617,"Mining occupations, n.e.c.",,,
,,684,Mining machine operators,21.239
,,691,"Roof bolters, mining",12.389
,,692,"Roustabouts, oil and gas",0.885
,,694,Other extraction workers,51.327
,,961,Cleaners of vehicles and equipment,14.159
628,"Supervisors, production occupations",,,
,,500,First-line supervisors/managers of office and administrative support workers,15.217
,,620,First-line supervisors/managers of construction trades and extraction workers,2.826
,,700,"First-line supervisors/managers of mechanics, installers, and repairers",2.826
,,770,First-line supervisors/managers of production and operating workers,69.348
,,836,Textile bleaching and dyeing machine operators and tenders,0.217
,,900,"Supervisors, transportation and material moving workers",9.348
,,931,Ship and boat captains and operators,0.217
634,Tool and die makers,,,
,,813,Tool and die makers,100.000
635,Tool and die maker apprentices,,,
,,813,Tool and die makers,100.000
636,"Precision assemblers, metal",,,
,,771,"Aircraft structure, surfaces, rigging, and systems assemblers",26.957
,,773,Engine and other machine assemblers,46.957
,,775,Miscellaneous assemblers and fabricators,26.087
637,Machinists,,,
,,803,Machinists,98.985
,,850,Cabinetmakers and bench carpenters,1.015
639,Machinist apprentices,,,
,,803,Machinists,100.000
643,Boilermakers,,,
,,621,Boilermakers,100.000
644,"Precision grinders, filers, and tool sharpeners ",,,
,,821,"Tool grinders, filers, and sharpeners",100.000
645,"Patternmakers and model makers, metal",,,
,,806,"Model makers and patternmakers, metal and plastic",98.750
,,874,"Inspectors, testers, sorters, samplers, and weighers",1.250
646,Lay-out workers,,,
,,774,Structural metal fabricators and fitters,1.053
,,816,"Lay-out workers, metal and plastic",95.789
,,855,"Woodworkers, all other",1.053
,,896,"Production workers, all other",2.105
647,Precious stones and metals workers (Jewelers),,,
,,743,Precision instrument and equipment repairers,0.752
,,875,Jewelers and precious stone and metal workers,99.248
649,"Engravers, metal",,,
,,891,Etchers and engravers,100.000
653,Sheet metal workers,,,
,,652,Sheet metal workers,100.000
654,Sheet metal worker apprentices,,,
,,652,Sheet metal workers,100.000
655,Miscellaneous precision metal workers,,,
,,774,Structural metal fabricators and fitters,1.333
,,775,Miscellaneous assemblers and fabricators,24.000
,,800,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",32.000
,,803,Machinists,2.667
,,810,"Molders and molding machine setters, operators, and tenders, metal and plastic",10.667
,,821,"Tool grinders, filers, and sharpeners",28.000
,,891,Etchers and engravers,1.333
656,"Patternmakers and model makers, wood",,,
,,852,"Model makers and patternmakers, wood",87.013
,,855,"Woodworkers, all other",6.494
,,892,"Molders, shapers, and casters, except metal and plastic",6.494
657,Cabinet makers and bench carpenters,,,
,,850,Cabinetmakers and bench carpenters,100.000
658,Furniture and wood finishers,,,
,,851,Furniture finishers,100.000
659,Miscellaneous precision woodworkers,,,
,,854,"Woodworking machine setters, operators, and tenders, except sawing",25.000
,,855,"Woodworkers, all other",75.000
666,Dressmakers,,,
,,835,"Tailors, dressmakers, and sewers",100.000
667,Tailors,,,
,,835,"Tailors, dressmakers, and sewers",100.000
668,Upholsterers,,,
,,845,Upholsterers,100.000
669,Shoe repairers,,,
,,833,Shoe and leather workers and repairers,100.000
674,Miscellaneous precision apparel and fabric workers,,,
,,835,"Tailors, dressmakers, and sewers",2.667
,,840,"Textile cutting machine setters, operators, and tenders",2.667
,,844,Fabric and apparel patternmakers,14.667
,,846,"Textile, apparel, and furnishings workers, all other",80.000
675,"Hand molders and shapers, except jewelers",,,
,,810,"Molders and molding machine setters, operators, and tenders, metal and plastic",11.207
,,892,"Molders, shapers, and casters, except metal and plastic",88.793
676,"Patternmakers, lay-out workers, and cutters",,,
,,636,Glaziers,4.286
,,775,Miscellaneous assemblers and fabricators,0.714
,,806,"Model makers and patternmakers, metal and plastic",56.429
,,844,Fabric and apparel patternmakers,36.429
,,871,Cutting workers,0.714
,,892,"Molders, shapers, and casters, except metal and plastic",1.429
677,Optical goods workers,,,
,,352,"Opticians, dispensing",70.690
,,874,"Inspectors, testers, sorters, samplers, and weighers",0.575
,,876,"Medical, dental, and ophthalmic laboratory technicians",28.736
678,Dental laboratory and medical appliance technicians,,,
,,876,"Medical, dental, and ophthalmic laboratory technicians",100.000
679,Bookbinders,,,
,,823,Bookbinders and bindery workers,100.000
683,Electrical and electronic equipment assemblers,,,
,,772,"Electrical, electronics, and electromechanical assemblers",92.857
,,773,Engine and other machine assemblers,1.905
,,775,Miscellaneous assemblers and fabricators,5.238
684,"Miscellaneous precision workers, n.e.c.",,,
,,775,Miscellaneous assemblers and fabricators,9.615
,,812,"Multiple machine tool setters, operators, and tenders, metal and plastic ",2.885
,,822,"Metalworkers and plastic workers, all other",77.885
,,865,"Crushing, grinding, polishing, mixing, and blending workers",2.885
,,876,"Medical, dental, and ophthalmic laboratory technicians",3.846
,,883,Photographic process workers and processing machine operators,2.885
686,Butchers and meat cutters,,,
,,781,"Butchers and other meat, poultry, and fish processing workers",99.485
,,964,"Packers and packagers, hand",0.515
687,Bakers,,,
,,780,Bakers,100.000
688,Food batchmakers,,,
,,784,Food batchmakers,100.000
689,"Inspectors, testers, and graders",,,
,,054,"Claims adjusters, appraisers, examiners, and investigators",0.581
,,666,Construction and building inspectors,3.488
,,874,"Inspectors, testers, sorters, samplers, and weighers",77.326
,,941,Transportation inspectors,18.605
693,Adjusters and calibrators,,,
,,056,"Compliance officers, except agriculture, construction, health and safety, and transportation",2.899
,,743,Precision instrument and equipment repairers,10.145
,,772,"Electrical, electronics, and electromechanical assemblers",4.348
,,775,Miscellaneous assemblers and fabricators,63.043
,,874,"Inspectors, testers, sorters, samplers, and weighers",19.565
694,Water and sewage treatment plant operators,,,
,,860,"Power plant operators, distributors, and dispatchers",3.030
,,862,Water and liquid waste treatment plant and system operators,91.667
,,863,Miscellaneous plant and system operators,5.303
695,Power plant operators,,,
,,860,"Power plant operators, distributors, and dispatchers",100.000
696,Stationary engineers,,,
,,733,Industrial and refractory machinery mechanics,2.353
,,822,"Metalworkers and plastic workers, all other",1.176
,,860,"Power plant operators, distributors, and dispatchers",8.235
,,861,Stationary engineers and boiler operators,83.529
,,965,Pumping station operators,4.706
699,Miscellaneous plant and system operators,,,
,,863,Miscellaneous plant and system operators,97.403
,,874,"Inspectors, testers, sorters, samplers, and weighers",1.299
,,965,Pumping station operators,1.299
703,Lathe and turning machine set-up operators,,,
,,801,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",7.143
,,822,"Metalworkers and plastic workers, all other",92.857
704,Lathe and turning machine operators,,,
,,801,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",100.000
705,Milling and planing machine operators,,,
,,802,"Milling and planing machine setters, operators, and tenders, metal and plastic",100.000
706,Punching and stamping press machine operators,,,
,,795,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",97.688
,,871,Cutting workers,2.312
707,Rolling machine operators,,,
,,794,"Rolling machine setters, operators, and tenders, metal and plastic",94.366
,,801,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",1.408
,,872,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",4.225
708,Drilling and boring machine operators,,,
,,796,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic ",100.000
709,"Grinding, abrading, buffing, and polishing machine operators",,,
,,800,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",75.936
,,854,"Woodworking machine setters, operators, and tenders, except sawing",1.070
,,865,"Crushing, grinding, polishing, mixing, and blending workers",21.390
,,876,"Medical, dental, and ophthalmic laboratory technicians",1.604
713,Forging machine operators,,,
,,793,"Forging machine setters, operators, and tenders, metal and plastic",95.082
,,896,"Production workers, all other",4.918
714,Numerical control machine operators,,,
,,790,Computer control programmers and operators,100.000
715,"Miscellaneous metal, plastic, stone, and glass working machine operators",,,
,,754,Locksmiths and safe repairers,7.895
,,795,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",17.763
,,801,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",6.579
,,822,"Metalworkers and plastic workers, all other",63.816
,,896,"Production workers, all other",3.947
717,"Fabricating machine operators, n.e.c.",,,
,,772,"Electrical, electronics, and electromechanical assemblers",5.970
,,793,"Forging machine setters, operators, and tenders, metal and plastic",2.239
,,794,"Rolling machine setters, operators, and tenders, metal and plastic",5.224
,,795,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",7.463
,,822,"Metalworkers and plastic workers, all other",76.119
,,823,Bookbinders and bindery workers,0.746
,,874,"Inspectors, testers, sorters, samplers, and weighers",0.746
,,896,"Production workers, all other",1.493
719,Molding and casting machine operators,,,
,,792,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",5.682
,,810,"Molders and molding machine setters, operators, and tenders, metal and plastic",81.250
,,872,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",2.273
,,892,"Molders, shapers, and casters, except metal and plastic",10.795
723,Metal plating machine operators,,,
,,820,"Plating and coating machine setters, operators, and tenders, metal and plastic",100.000
724,Heat treating equipment operators,,,
,,804,Metal furnace and kiln operators and tenders,1.818
,,815,"Heat treating equipment setters, operators, and tenders, metal and plastic",98.182
725,Miscellaneous metal and plastic processing machine operators,,,
,,795,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",39.568
,,822,"Metalworkers and plastic workers, all other",0.719
,,865,"Crushing, grinding, polishing, mixing, and blending workers",44.604
,,881,Painting workers,4.317
,,886,"Cleaning, washing, and metal pickling equipment operators and tenders",10.791
726,"Wood lathe, routing, and planing machine operators",,,
,,854,"Woodworking machine setters, operators, and tenders, except sawing",100.000
727,Sawing machine operators,,,
,,795,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",4.255
,,853,"Sawing machine setters, operators, and tenders, wood",87.943
,,896,"Production workers, all other",7.801
728,Shaping and joining machine operators,,,
,,854,"Woodworking machine setters, operators, and tenders, except sawing",98.958
,,885,Cementing and gluing machine operators and tenders,1.042
729,Nailing and tacking machine operators,,,
,,854,"Woodworking machine setters, operators, and tenders, except sawing",100.000
733,Miscellaneous woodworking machine operators,,,
,,775,Miscellaneous assemblers and fabricators,2.521
,,854,"Woodworking machine setters, operators, and tenders, except sawing",33.613
,,855,"Woodworkers, all other",57.143
,,885,Cementing and gluing machine operators and tenders,6.723
734,Printing press operators,,,
,,824,Job printers,23.729
,,825,Prepress technicians and workers,4.661
,,826,Printing machine operators,71.610
735,Photoengravers and lithographers,,,
,,825,Prepress technicians and workers,100.000
736,Typesetters and compositors,,,
,,825,Prepress technicians and workers,100.000
737,Miscellaneous printing machine operators,,,
,,823,Bookbinders and bindery workers,58.382
,,825,Prepress technicians and workers,13.295
,,826,Printing machine operators,28.324
738,Winding and twisting machine operators,,,
,,842,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",87.417
,,843,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",1.325
,,893,"Paper goods machine setters, operators, and tenders",3.311
,,896,"Production workers, all other",7.947
739,"Knitting, looping, taping, and weaving machine operators",,,
,,841,"Textile knitting and weaving machine setters, operators, and tenders",100.000
743,Textile cutting machine operators,,,
,,840,"Textile cutting machine setters, operators, and tenders",75.000
,,871,Cutting workers,25.000
744,Textile sewing machine operators,,,
,,832,Sewing machine operators,100.000
745,Shoe machine operators,,,
,,834,Shoe machine operators and tenders,100.000
747,Pressing machine operators,,,
,,831,"Pressers, textile, garment, and related materials",100.000
748,Laundering and dry cleaning machine operators,,,
,,830,Laundry and dry-cleaning workers,99.398
,,836,Textile bleaching and dyeing machine operators and tenders,0.602
749,Miscellaneous textile machine operators,,,
,,825,Prepress technicians and workers,0.820
,,826,Printing machine operators,1.639
,,836,Textile bleaching and dyeing machine operators and tenders,0.820
,,840,"Textile cutting machine setters, operators, and tenders",1.639
,,841,"Textile knitting and weaving machine setters, operators, and tenders",0.820
,,842,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",4.918
,,846,"Textile, apparel, and furnishings workers, all other",77.869
,,854,"Woodworking machine setters, operators, and tenders, except sawing",3.279
,,896,"Production workers, all other",8.197
753,Cementing and gluing machine operators,,,
,,810,"Molders and molding machine setters, operators, and tenders, metal and plastic",1.000
,,885,Cementing and gluing machine operators and tenders,99.000
754,Packaging and filling machine operators,,,
,,880,Packaging and filling machine operators and tenders,98.086
,,885,Cementing and gluing machine operators and tenders,1.914
755,Extruding and forming machine operators,,,
,,792,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",46.203
,,810,"Molders and molding machine setters, operators, and tenders, metal and plastic",1.266
,,843,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",3.797
,,872,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",46.835
,,892,"Molders, shapers, and casters, except metal and plastic",1.899
756,Mixing and blending machine operators,,,
,,781,"Butchers and other meat, poultry, and fish processing workers",2.239
,,784,Food batchmakers,19.403
,,836,Textile bleaching and dyeing machine operators and tenders,9.701
,,865,"Crushing, grinding, polishing, mixing, and blending workers",67.164
,,872,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",1.493
757,"Separating, filtering, and clarifying machine operators",,,
,,863,Miscellaneous plant and system operators,0.833
,,864,"Chemical processing machine setters, operators, and tenders",99.167
758,Compressing and compacting machine operators,,,
,,872,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",97.938
,,873,"Furnace, kiln, oven, drier, and kettle operators and tenders",1.031
,,893,"Paper goods machine setters, operators, and tenders",1.031
759,Painting and paint spraying machine operators,,,
,,636,Glaziers,4.040
,,715,Automotive body and related repairers,7.576
,,865,"Crushing, grinding, polishing, mixing, and blending workers",1.010
,,881,Painting workers,87.374
763,"Roasting and baking machine operators, food",,,
,,783,"Food and tobacco roasting, baking, and drying machine operators and tenders",99.010
,,785,Food cooking machine operators and tenders,0.990
764,"Washing, cleaning, and pickling machine operators",,,
,,785,Food cooking machine operators and tenders,2.174
,,826,Printing machine operators,1.087
,,836,Textile bleaching and dyeing machine operators and tenders,4.348
,,886,"Cleaning, washing, and metal pickling equipment operators and tenders",92.391
765,Folding machine operators,,,
,,795,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",1.563
,,831,"Pressers, textile, garment, and related materials",3.906
,,893,"Paper goods machine setters, operators, and tenders",85.938
,,896,"Production workers, all other",8.594
766,"Furnace, kiln, and oven operators, exc. food",,,
,,804,Metal furnace and kiln operators and tenders,51.351
,,810,"Molders and molding machine setters, operators, and tenders, metal and plastic",1.802
,,846,"Textile, apparel, and furnishings workers, all other",0.901
,,861,Stationary engineers and boiler operators,13.514
,,864,"Chemical processing machine setters, operators, and tenders",1.802
,,873,"Furnace, kiln, oven, drier, and kettle operators and tenders",29.730
,,874,"Inspectors, testers, sorters, samplers, and weighers",0.901
768,Crushing and grinding machine operators,,,
,,800,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",10.870
,,864,"Chemical processing machine setters, operators, and tenders",1.087
,,865,"Crushing, grinding, polishing, mixing, and blending workers",88.043
769,Slicing and cutting machine operators,,,
,,613,Logging workers,0.365
,,781,"Butchers and other meat, poultry, and fish processing workers",2.190
,,795,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",10.219
,,840,"Textile cutting machine setters, operators, and tenders",20.073
,,845,Upholsterers,0.365
,,853,"Sawing machine setters, operators, and tenders, wood",4.380
,,854,"Woodworking machine setters, operators, and tenders, except sawing",2.920
,,855,"Woodworkers, all other",4.745
,,864,"Chemical processing machine setters, operators, and tenders",1.460
,,871,Cutting workers,51.460
,,874,"Inspectors, testers, sorters, samplers, and weighers",1.460
,,963,Machine feeders and offbearers,0.365
773,Motion picture projectionists,,,
,,441,Motion picture projectionists,100.000
774,Photographic process machine operators,,,
,,290,Broadcast and sound engineering technicians and radio operators,0.629
,,291,Photographers,6.918
,,590,"Office machine operators, except computer",5.031
,,825,Prepress technicians and workers,15.094
,,883,Photographic process workers and processing machine operators,70.440
,,896,"Production workers, all other",1.887
777,"Miscellaneous machine operators, n.e.c.",,,
,,772,"Electrical, electronics, and electromechanical assemblers",0.876
,,780,Bakers,0.292
,,783,"Food and tobacco roasting, baking, and drying machine operators and tenders",0.438
,,784,Food batchmakers,0.292
,,785,Food cooking machine operators and tenders,0.438
,,792,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",0.292
,,793,"Forging machine setters, operators, and tenders, metal and plastic",0.292
,,795,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",0.584
,,812,"Multiple machine tool setters, operators, and tenders, metal and plastic ",0.146
,,820,"Plating and coating machine setters, operators, and tenders, metal and plastic",0.292
,,822,"Metalworkers and plastic workers, all other",27.153
,,826,Printing machine operators,0.730
,,834,Shoe machine operators and tenders,0.292
,,842,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",0.730
,,843,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",0.146
,,863,Miscellaneous plant and system operators,0.730
,,864,"Chemical processing machine setters, operators, and tenders",0.876
,,865,"Crushing, grinding, polishing, mixing, and blending workers",1.022
,,871,Cutting workers,0.730
,,872,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",1.460
,,873,"Furnace, kiln, oven, drier, and kettle operators and tenders",0.584
,,876,"Medical, dental, and ophthalmic laboratory technicians",0.146
,,880,Packaging and filling machine operators and tenders,1.022
,,881,Painting workers,0.292
,,884,Semiconductor processors,0.438
,,886,"Cleaning, washing, and metal pickling equipment operators and tenders",0.438
,,890,Cooling and freezing equipment operators and tenders,0.730
,,891,Etchers and engravers,0.292
,,892,"Molders, shapers, and casters, except metal and plastic",0.584
,,893,"Paper goods machine setters, operators, and tenders",2.044
,,894,Tire builders,1.752
,,896,"Production workers, all other",53.431
,,963,Machine feeders and offbearers,0.438
779,"Machine operators, not specified",,,
,,676,Miscellaneous construction and related workers,0.508
,,762,"Other installation, maintenance, and repair workers",1.015
,,774,Structural metal fabricators and fitters,1.523
,,780,Bakers,0.508
,,783,"Food and tobacco roasting, baking, and drying machine operators and tenders",0.508
,,804,Metal furnace and kiln operators and tenders,0.508
,,822,"Metalworkers and plastic workers, all other",14.213
,,825,Prepress technicians and workers,0.508
,,833,Shoe and leather workers and repairers,1.015
,,846,"Textile, apparel, and furnishings workers, all other",1.015
,,872,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",3.046
,,880,Packaging and filling machine operators and tenders,2.538
,,886,"Cleaning, washing, and metal pickling equipment operators and tenders",1.523
,,893,"Paper goods machine setters, operators, and tenders",1.015
,,895,Helpers--production workers,0.508
,,896,"Production workers, all other",66.497
,,942,Other transportation workers ,0.508
,,963,Machine feeders and offbearers,3.046
783,Welders and cutters,,,
,,814,"Welding, soldering, and brazing workers",99.519
,,896,"Production workers, all other",0.481
784,Solderers and brazers,,,
,,814,"Welding, soldering, and brazing workers",100.000
785,Assemblers,,,
,,676,Miscellaneous construction and related workers,0.302
,,703,Avionics technicians,0.151
,,711,"Electronic equipment installers and repairers, motor vehicles",0.151
,,715,Automotive body and related repairers,0.302
,,716,Automotive glass installers and repairers,0.151
,,762,"Other installation, maintenance, and repair workers",0.754
,,771,"Aircraft structure, surfaces, rigging, and systems assemblers",3.167
,,772,"Electrical, electronics, and electromechanical assemblers",7.843
,,773,Engine and other machine assemblers,2.715
,,774,Structural metal fabricators and fitters,0.603
,,775,Miscellaneous assemblers and fabricators,70.739
,,822,"Metalworkers and plastic workers, all other",1.056
,,833,Shoe and leather workers and repairers,0.151
,,845,Upholsterers,0.302
,,846,"Textile, apparel, and furnishings workers, all other",0.302
,,874,"Inspectors, testers, sorters, samplers, and weighers",1.207
,,875,Jewelers and precious stone and metal workers,0.151
,,880,Packaging and filling machine operators and tenders,1.056
,,893,"Paper goods machine setters, operators, and tenders",0.905
,,896,"Production workers, all other",7.994
786,Hand cutting and trimming occupations,,,
,,781,"Butchers and other meat, poultry, and fish processing workers",51.111
,,871,Cutting workers,48.889
787,"Hand molding, casting, and forming occupations",,,
,,810,"Molders and molding machine setters, operators, and tenders, metal and plastic",28.713
,,892,"Molders, shapers, and casters, except metal and plastic",71.287
789,"Hand painting, coating, and decorating occupations",,,
,,784,Food batchmakers,1.667
,,871,Cutting workers,0.833
,,881,Painting workers,97.500
793,Hand engraving and printing occupations,,,
,,826,Printing machine operators,38.667
,,891,Etchers and engravers,61.333
795,Miscellaneous hand working occupations,,,
,,762,"Other installation, maintenance, and repair workers",1.739
,,775,Miscellaneous assemblers and fabricators,10.435
,,785,Food cooking machine operators and tenders,6.957
,,831,"Pressers, textile, garment, and related materials",6.957
,,835,"Tailors, dressmakers, and sewers",3.478
,,846,"Textile, apparel, and furnishings workers, all other",1.739
,,854,"Woodworking machine setters, operators, and tenders, except sawing",8.696
,,865,"Crushing, grinding, polishing, mixing, and blending workers",11.304
,,871,Cutting workers,4.348
,,894,Tire builders,4.348
,,896,"Production workers, all other",40.000
796,"Production inspectors, checkers, and examiners",,,
,,604,"Graders and sorters, agricultural products",3.311
,,726,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",0.331
,,874,"Inspectors, testers, sorters, samplers, and weighers",94.702
,,941,Transportation inspectors,1.656
797,Production testers,,,
,,874,"Inspectors, testers, sorters, samplers, and weighers",99.225
,,941,Transportation inspectors,0.775
798,Production samplers and weighers,,,
,,604,"Graders and sorters, agricultural products",2.062
,,874,"Inspectors, testers, sorters, samplers, and weighers",97.938
799,"Graders and sorters, exc. agricultural",,,
,,604,"Graders and sorters, agricultural products",13.450
,,874,"Inspectors, testers, sorters, samplers, and weighers",57.895
,,875,Jewelers and precious stone and metal workers,0.585
,,964,"Packers and packagers, hand",28.070
803,"Supervisors, motor vehicle operators",,,
,,700,"First-line supervisors/managers of mechanics, installers, and repairers",3.604
,,900,"Supervisors, transportation and material moving workers",96.396
804,Truck drivers,,,
,,605,Miscellaneous agricultural workers ,0.830
,,613,Logging workers,0.415
,,913,Driver/sales workers and truck drivers,95.021
,,914,Taxi drivers and chauffeurs,3.734
806,Driver-sales workers,,,
,,751,"Coin, vending, and amusement machine servicers and repairers",36.913
,,913,Driver/sales workers and truck drivers,63.087
808,Bus drivers,,,
,,912,Bus drivers,96.552
,,914,Taxi drivers and chauffeurs,3.448
809,Taxicab drivers and chauffeurs,,,
,,911,"Ambulance drivers and attendants, except emergency medical technicians",4.698
,,912,Bus drivers,2.685
,,914,Taxi drivers and chauffeurs,90.604
,,915,"Motor vehicle operators, all other",2.013
813,Parking lot attendants,,,
,,935,Parking lot attendants,100.000
814,"Motor transportation occupations, n.e.c.",,,
,,915,"Motor vehicle operators, all other",100.000
823,Railroad conductors and yardmasters,,,
,,924,Railroad conductors and yardmasters,100.000
824,Locomotive operating occupations,,,
,,920,Locomotive engineers and operators,98.052
,,926,"Subway, streetcar, and other rail transportation workers",1.948
825,"Railroad brake, signal, and switch operators",,,
,,923,"Railroad brake, signal, and switch operators",100.000
826,"Rail vehicle operators, n.e.c.",,,
,,926,"Subway, streetcar, and other rail transportation workers",100.000
828,"Ship captains and mates, except fishing boats",,,
,,931,Ship and boat captains and operators,100.000
829,Sailors and deckhands,,,
,,930,Sailors and marine oilers,97.656
,,952,"Dredge, excavating, and loading machine operators",2.344
833,Marine engineers,,,
,,930,Sailors and marine oilers,18.750
,,933,Ship engineers,81.250
834,"Bridge, lock, and lighthouse tenders",,,
,,934,Bridge and lock tenders,100.000
